categories,coordinates.latitude,coordinates.longitude,distance,location.city,location.state,price,rating,review_count,transactions
"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",39.768782,-86.153536,4364.122951388596,Indianapolis,IN,$,4.5,296,[]
"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",35.209026577062,-80.86115551048121,3132.3933613920644,Charlotte,NC,$$,4.5,526,"['delivery', 'pickup']"
"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",35.2007043,-80.8426728,1235.8470137068325,Charlotte,NC,$$,4.0,508,"['delivery', 'pickup']"
"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'bars', 'title': 'Bars'}]",42.354852189417,-83.06136823925209,2573.901015743643,Detroit,MI,$$,3.5,464,['delivery']
"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",35.1379125,-90.0073402,2198.248919190485,Memphis,TN,$,4.5,288,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}]",40.729690000000005,-74.000629,2748.304724711492,New York,NY,$,4.0,2386,"['delivery', 'pickup']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",34.059722900390604,-118.237022399902,7773.51442890477,Los Angeles,CA,$,4.0,6198,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'salad', 'title': 'Salad'}]",29.7195096809181,-95.41642406745909,7289.546669017386,Houston,TX,$$,4.5,1546,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",29.7428749,-95.4064275,4986.074028178806,Houston,TX,$$,4.0,835,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'burgers', 'title': 'Burgers'}]",29.802020000000002,-95.43037,8075.659457646623,Houston,TX,$,4.5,578,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",40.029494,-75.20597140000001,8924.599278748768,Philadelphia,PA,$,4.5,2319,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",39.921027385125605,-75.14502844377,4271.479108712093,Philadelphia,PA,$$,4.5,1418,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",39.941497999999996,-75.149272,2315.394222326053,Philadelphia,PA,$,3.5,2574,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",39.9141065085686,-75.148727230422,4809.971510260203,Philadelphia,PA,$$,4.0,1820,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",39.933201058261204,-75.1592658139918,2504.590809172869,Philadelphia,PA,$$,3.0,4065,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'catering', 'title': 'Caterers'}]",39.9630709056427,-75.1642701029778,1189.9769873868065,Philadelphia,PA,$$,4.5,261,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",33.509664,-112.0718480453,7189.465962481783,Phoenix,AZ,$,4.5,901,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}]",33.4957202,-112.0147217,7630.279192221346,Phoenix,AZ,$,4.5,420,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'catering', 'title': 'Caterers'}]",29.529956,-98.59292099999999,8563.00296727575,San Antonio,TX,$$,5.0,397,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]",29.5191168662567,-98.5720041924515,6212.946282956554,San Antonio,TX,$,4.5,326,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gelato', 'title': 'Gelato'}]",32.722119899999996,-117.16678,7706.141907932728,San Diego,CA,$,4.5,2476,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'seafood', 'title': 'Seafood'}]",32.8796599380467,-117.161729661902,9932.131640789321,San Diego,CA,$$,4.5,1512,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bbq', 'title': 'Barbeque'}]",32.7835884,-96.7838669,6357.232139011169,Dallas,TX,$$,4.5,4909,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",32.7834,-96.78341,6392.720165393783,Dallas,TX,$,4.5,1228,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",37.339630868309,-121.88976937268,2607.4373241734697,San Jose,CA,$,4.5,861,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]",37.30458,-121.89858000000001,1779.8327220681333,San Jose,CA,$$,4.5,1074,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",37.303769677558996,-121.97891651734699,8419.266817573573,San Jose,CA,$$,4.0,1437,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",37.3369298871105,-121.889421168717,2306.1007138927644,San Jose,CA,$$,4.0,701,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'cafes', 'title': 'Cafes'}]",39.906797,-86.21821209999999,13097.188410999628,Indianapolis,IN,$$,4.5,467,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",39.779627000000005,-86.142661,2982.972718846793,Indianapolis,IN,$$,4.0,523,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",30.3143535904701,-81.6802972555161,6740.0326948563015,Jacksonville,FL,$$,4.5,429,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",30.325583684782,-81.6538705366215,5503.790063849196,Jacksonville,FL,$$,4.0,227,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",37.7873184067081,-122.423591369312,3147.4667741360267,San Francisco,CA,$$,5.0,924,"['pickup', 'delivery']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",39.97638,-83.00241,3924.1497148320313,Columbus,OH,$$,4.0,483,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",35.2416494979121,-80.7980855181813,5862.023050748897,Charlotte,NC,$,4.5,182,['delivery']
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'desserts', 'title': 'Desserts'}]",35.136520000000004,-90.04956999999999,1870.3232944907052,Memphis,TN,$$,4.0,203,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'salad', 'title': 'Salad'}]",40.75185,-73.98892,5173.2566752089815,New York,NY,$$,4.5,1673,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",40.74519,-73.98824,4460.538165218128,New York,NY,$$,4.5,938,[]
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",34.0470000646326,-118.238502456345,7805.650821135193,Los Angeles,CA,$$$,4.5,3776,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",34.0476390576719,-118.247747561303,6958.575395021805,Los Angeles,CA,$$,4.5,2757,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",41.968410999999996,-87.726525,8107.63841536787,Chicago,IL,$$,4.5,865,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'steak', 'title': 'Steakhouses'}]",41.8905877769375,-87.6312957381504,4173.442923580503,Chicago,IL,$$$,4.0,1184,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",29.744927,-95.39075229999999,3590.1343911028166,Houston,TX,$$$,4.5,1916,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",29.733572725587397,-95.41949101852421,6615.244901533282,Houston,TX,$$$,4.0,1490,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",29.7714194956363,-95.42087601527659,5953.883537541846,Houston,TX,$$,4.0,813,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",29.762011702297396,-95.3664868883606,640.5219460507566,Houston,TX,$$,4.0,842,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'japanese', 'title': 'Japanese'}]",29.7387,-95.44081,8298.840655490641,Houston,TX,$$$,4.5,377,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",29.7330860390498,-95.43689091824551,8139.456350821852,Houston,TX,$$,4.0,1289,[]
"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",29.723782,-95.385899,5031.481488552148,Houston,TX,$$$,4.5,521,[]
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",39.94967830824,-75.162026185185,893.7103831767578,Philadelphia,PA,$$,4.5,1005,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",39.9515123,-75.17434109999999,394.79653545251375,Philadelphia,PA,$$,4.0,857,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",39.9463986271253,-75.15780070295109,1406.8915271398362,Philadelphia,PA,$$,4.0,730,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'ramen', 'title': 'Ramen'}]",33.5098020415682,-112.061086646033,7252.100829221261,Phoenix,AZ,$$,4.0,1158,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",33.509675099999995,-111.99584440000001,9907.31548723121,Phoenix,AZ,$$,4.5,760,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'mexican', 'title': 'Mexican'}]",29.52665,-98.56612,6168.33267948625,San Antonio,TX,$$,4.0,655,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",32.8036636,-117.2171253,6008.875436358541,San Diego,CA,$$$,4.5,3761,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",32.72964,-117.15999,6815.994008391664,San Diego,CA,$$,4.5,2013,"['pickup', 'delivery', 'restaurant_reservation']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",32.8812484431577,-96.7728805558197,5356.956932474353,Dallas,TX,$$,4.0,793,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",32.8033049,-96.7998757,4018.5856770495207,Dallas,TX,$$,4.5,446,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",37.275854567772605,-121.852952245369,5336.610157410504,San Jose,CA,$$,4.0,3385,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",37.30805,-121.95056000000001,5855.384819031451,San Jose,CA,$$,4.0,2706,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",30.257515,-97.75980600000001,5300.527965685337,Austin,TX,$$$$,4.5,2365,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'japanese', 'title': 'Japanese'}]",30.310670000000002,-97.74,1804.2935911396094,Austin,TX,$$$$,4.5,1721,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",30.386784999999996,-97.741872,9203.219610564342,Austin,TX,$$,4.5,800,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",39.780840500000004,-86.172014,4034.0079674558574,Indianapolis,IN,$,4.5,309,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",30.287873600000005,-81.7214349,9986.259882311446,Jacksonville,FL,$$,4.5,357,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",37.768314000000004,-122.42164199999999,1540.5965160298513,San Francisco,CA,$$,4.5,1628,['restaurant_reservation']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",37.7957017702111,-122.40288483558201,4865.835208903343,San Francisco,CA,$$$$,4.5,903,"['delivery', 'restaurant_reservation']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}]",39.975296,-83.00331,4060.0396818419845,Columbus,OH,$$,4.0,552,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",39.98538,-83.00478000000001,2964.962022369276,Columbus,OH,$$,4.5,165,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",35.1527248375554,-80.82795331401671,4826.7570905538505,Charlotte,NC,$$,4.0,1832,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'seafood', 'title': 'Seafood'}]",35.140625,-80.737637,10456.173881846347,Charlotte,NC,$$,4.0,587,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",35.20811080932621,-80.8630752563477,3245.022830999689,Charlotte,NC,$$,4.5,349,"['delivery', 'pickup']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",35.2092456,-80.86070129999999,3107.1927524304488,Charlotte,NC,$$,4.0,376,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]",35.21444,-80.85566999999999,3037.213294210068,Charlotte,NC,$$,4.5,298,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",35.1977376810067,-80.8527190502625,2024.0831999335267,Charlotte,NC,$$,4.0,656,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",35.2122578664983,-80.83593105277859,1864.315494928298,Charlotte,NC,$$,4.0,503,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",32.7500034,-97.3564251,337.8491137457735,Fort Worth,TX,$$,5.0,287,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",32.75105,-97.36261999999999,976.6022443874325,Fort Worth,TX,$$,4.0,877,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",32.73041,-97.33213,2835.6123700898797,Fort Worth,TX,$$,4.5,726,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",32.729224,-97.41578299999999,6305.372718650945,Fort Worth,TX,$$,4.5,358,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",32.7286945,-97.36334079999999,2471.17807600798,Fort Worth,TX,$$,4.0,369,['delivery']
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",42.330558399999994,-83.0486197,4966.466507510566,Detroit,MI,$$,4.0,415,[]
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'salad', 'title': 'Salad'}]",31.819599199999995,-106.5182571,9070.469601767056,El Paso,TX,$$,4.5,261,"['pickup', 'delivery']"
"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'teppanyaki', 'title': 'Teppanyaki'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",31.830775,-106.532256,10752.83076607351,El Paso,TX,$$,4.0,133,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",40.72732,-74.00026,2489.089158366449,New York,NY,$$,4.0,3150,"['delivery', 'pickup']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",34.050528899999996,-118.2486189,6806.205079464081,Los Angeles,CA,$,4.0,5764,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",34.04067,-118.2500946,6967.299351921165,Los Angeles,CA,$$,4.0,2366,"['delivery', 'pickup']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]",34.102959999999996,-118.28719,5586.891759573554,Los Angeles,CA,$$,4.0,2832,"['delivery', 'pickup']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.931560499999996,-87.6577911,3372.977864065031,Chicago,IL,$$,4.0,2683,"['pickup', 'delivery']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",41.9717208,-87.6790834,7416.8802596442765,Chicago,IL,$$,4.5,1469,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cafes', 'title': 'Cafes'}]",41.9856948852539,-87.66888427734379,8978.573618870296,Chicago,IL,$$,4.0,1722,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.8687801,-87.6242249,5973.4926451146375,Chicago,IL,$$,4.0,2216,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.8924891,-87.618153,5145.5181941404935,Chicago,IL,$$,4.0,2139,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",29.738429999999997,-95.38048,3370.053898864104,Houston,TX,$$,4.5,4479,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",29.743975,-95.390925,3666.69373879065,Houston,TX,$$,4.0,2083,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",29.7483,-95.38828000000001,3187.152890944077,Houston,TX,$$,4.5,1345,[]
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",29.742905,-95.403542,4765.574277263725,Houston,TX,$$,4.0,1540,"['pickup', 'delivery']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",39.94812255328979,-75.1624631121383,975.2617038794913,Philadelphia,PA,$$,4.0,2523,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",39.96041478542529,-75.1686044901787,770.073688405898,Philadelphia,PA,$$,4.0,1540,"['delivery', 'pickup']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",39.938871,-75.158236,1992.763585235628,Philadelphia,PA,$$,4.0,1157,"['delivery', 'pickup']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",39.9534618208563,-75.15932130688469,1013.449809609019,Philadelphia,PA,$,4.5,748,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",39.94717,-75.15947,1243.3992576895814,Philadelphia,PA,$,4.5,322,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",33.457448151293804,-112.07229534232799,1395.7618773377044,Phoenix,AZ,$$,4.0,2091,"['pickup', 'delivery']"
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",33.5082039543161,-112.037033047614,7667.888878444849,Phoenix,AZ,$$,4.0,1535,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",33.5241701058918,-112.047840593918,9040.90357867114,Phoenix,AZ,$$,4.5,1012,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",29.564154,-98.488924,8134.5735174236515,San Antonio,TX,$$,4.0,1935,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",29.4646091,-98.5436325,4364.859637625656,San Antonio,TX,$,4.5,1101,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",29.54005,-98.58484,8494.1163754653,San Antonio,TX,$$,4.0,1727,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",29.493841050607,-98.47986486232911,3343.5460176585248,San Antonio,TX,$$,4.0,990,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",29.432857513427702,-98.48431396484379,7441.387940555176,San Antonio,TX,$$,4.0,894,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",29.4114029997538,-98.49580877298608,9407.008620122759,San Antonio,TX,$$,4.0,1034,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",29.497745088639302,-98.47049662053249,4265.384486148027,San Antonio,TX,$,4.0,889,['delivery']
"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",29.45294,-98.48505,5420.683618035441,San Antonio,TX,$$,4.0,555,['delivery']
