text,score,label
nudes dm me💦 send way hang there ❤ much love sister,0.6369,POSITIVE
🖤❤🦇☠💖❣🙂😘🖤❤🦇☠💖❣🙂😘 💚,0.0,NEUTRAL
waifu😍😍😍😍,0.0,NEUTRAL
goat himself sanobr hit team zoom meet ✔ thank short time get spend togeth week 💛💙😍😍😍 june pm nd birthday ador girl 🎂❤ scarlett stella 🎂❤,0.3612,POSITIVE
kid pride day yall 🌈 chicago illinoi kda ahri 💜💜,0.34,POSITIVE
instagram eveyfoxfire🌸,0.0,NEUTRAL
ph solipsisphotographi ✨,0.0,NEUTRAL
do today 💻👁🗨,0.0,NEUTRAL
awesom trend music game,0.0,NEUTRAL
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
becom possible💕,0.0,NEUTRAL
💕when want certainly💕,0.0772,NEUTRAL
😂,0.0,NEUTRAL
above,0.0,NEUTRAL
face would cum  😊💦💦,0.0,NEUTRAL
me health others 🙏🏽 futur sugar daddi 😭🔥got make like career tz im gfuel vegan 💎thi life 🍀,0.3612,POSITIVE
girl 🎂🎉👑🎊 thank god anoth year his abundance 🙏🏾🙏🏾🙏🏾 follow im post tit quick😖🥳 moments,0.5574,POSITIVE
true cigar smokers💨💨💨💨💨💨💨💨💨💨💨,0.4215,POSITIVE
gurl🌈 💜💙💚💛🧡❤🌈,0.0,NEUTRAL
without doubt influenc autism case lack posit polici issu fresh 😋 😋 healthi delici meal,0.2755,NEUTRAL
sunday june,0.0,NEUTRAL
click 👇 free love horoscop more pictur 🙊🤩🚀,0.8176,POSITIVE
discus this👏🏾,0.0,NEUTRAL
like comment share w friend favorit dessert 😋😍 awesom trend music game,0.7845,POSITIVE
funny exicting challenge,0.4939,POSITIVE
check out 👉til hop👈,0.0,NEUTRAL
food seoulsouthkorea😍,0.0,NEUTRAL
bitch ask yeeee🎇🎇🎇🎇🎇🎇🎇🎇🎇🎇🎇🎇alienflow sketch 🌸,-0.5859,NEGATIVE
time famili take break crazi bless 😌😊,0.4215,POSITIVE
dad sister nephew with cream,0.0,NEUTRAL
make our❤swel today read soul touch repli love must great,0.8519,POSITIVE
spent 💰 tri keep name s name secret rt this bad thing syrian civil war last decad exampl queensland  bad 🏢 🌚 🐂 globeshowingamericas 👉 mensroom 🌈 🌉 🗿 👙 🌐 👘🦑whi afraid dark lay beyond firelight caus fear feeble pri cant believ left say 🏳️‍🌈🌈👩‍❤️‍👩👨‍❤️‍👨 wonder mf❤🟨⬛🟨⬛🟨⬛🟨⬛🟨⬛🟨⬛🟨⬛,-0.9555,NEGATIVE
send pic wivesgf start trade xx ex gf pics singl menblock,0.0,NEUTRAL
happi pride month everyon 🤎🤍🖤💙💚💛🧡💜❤,0.34,POSITIVE
s broadcast step make physic fit lifestyle ™ see fulli 💕 no 😅😅😅,0.0772,NEUTRAL
✅us hashtag✅,0.0,NEUTRAL
